Id,text
435,”“Not the same thing a bit!” said the Hatter
436," “You might just as wellsay that ‘I see what I eat’ is the same thing as ‘I eat what I see’!”“You might just as well say,” added the March Hare, “that ‘I like whatI get’ is the same thing as ‘I get what I like’!”“You might just as well say,” added the Dormouse, who seemed to betalking in his sleep, “that ‘I breathe when I sleep’ is the same thingas ‘I sleep when I breathe’!”“It _is_ the same thing with you,” said the Hatter, and here theconversation dropped, and the party sat silent for a minute, whileAlice thought over all she could remember about ravens andwriting-desks, which wasn’t much"
437,The Hatter was the first to break the silence
438," “What day of the monthis it?” he said, turning to Alice: he had taken his watch out of hispocket, and was looking at it uneasily, shaking it every now and then,and holding it to his ear"
439,"Alice considered a little, and then said “The fourth"
440,”“Two days wrong!” sighed the Hatter
441, “I told you butter wouldn’t suitthe works!” he added looking angrily at the March Hare
442,"“It was the _best_ butter,” the March Hare meekly replied"
443,"“Yes, but some crumbs must have got in as well,” the Hatter grumbled:“you shouldn’t have put it in with the bread-knife"
444,"”The March Hare took the watch and looked at it gloomily: then he dippedit into his cup of tea, and looked at it again: but he could think ofnothing better to say than his first remark, “It was the _best_ butter,you know"
445,”Alice had been looking over his shoulder with some curiosity
446, “What afunny watch!” she remarked
447," “It tells the day of the month, and doesn’ttell what o’clock it is!”“Why should it?” muttered the Hatter"
448," “Does _your_ watch tell you whatyear it is?”“Of course not,” Alice replied very readily: “but that’s because itstays the same year for such a long time together"
449,"”“Which is just the case with _mine_,” said the Hatter"
450,Alice felt dreadfully puzzled
451," The Hatter’s remark seemed to have nosort of meaning in it, and yet it was certainly English"
452," “I don’t quiteunderstand you,” she said, as politely as she could"
453,"“The Dormouse is asleep again,” said the Hatter, and he poured a littlehot tea upon its nose"
454,"The Dormouse shook its head impatiently, and said, without opening itseyes, “Of course, of course; just what I was going to remark myself"
455,"”“Have you guessed the riddle yet?” the Hatter said, turning to Aliceagain"
456,"“No, I give it up,” Alice replied: “what’s the answer?”“I haven’t the slightest idea,” said the Hatter"
457,"“Nor I,” said the March Hare"
458,Alice sighed wearily
459," “I think you might do something better with thetime,” she said, “than waste it in asking riddles that have noanswers"
460,"”“If you knew Time as well as I do,” said the Hatter, “you wouldn’t talkabout wasting _it_"
461, It’s _him_
462,"”“I don’t know what you mean,” said Alice"
463,"“Of course you don’t!” the Hatter said, tossing his headcontemptuously"
464," “I dare say you never even spoke to Time!”“Perhaps not,” Alice cautiously replied: “but I know I have to beattime when I learn music"
465,"”“Ah! that accounts for it,” said the Hatter"
466, “He won’t stand beating
467,"Now, if you only kept on good terms with him, he’d do almost anythingyou liked with the clock"
468," For instance, suppose it were nine o’clock inthe morning, just time to begin lessons: you’d only have to whisper ahint to Time, and round goes the clock in a twinkling! Half-past one,time for dinner!”(“I only wish it was,” the March Hare said to itself in a whisper"
469,")“That would be grand, certainly,” said Alice thoughtfully: “but then—Ishouldn’t be hungry for it, you know"
470,"”“Not at first, perhaps,” said the Hatter: “but you could keep it tohalf-past one as long as you liked"
471,”“Is that the way _you_ manage?” Alice asked
472,The Hatter shook his head mournfully
473, “Not I!” he replied
474," “Wequarrelled last March—just before _he_ went mad, you know—” (pointingwith his tea spoon at the March Hare,) “—it was at the great concertgiven by the Queen of Hearts, and I had to sing‘Twinkle, twinkle, little bat!How I wonder what you’re at!’You know the song, perhaps?”“I’ve heard something like it,” said Alice"
475,"“It goes on, you know,” the Hatter continued, “in this way:—‘Up above the world you fly,Like a tea-tray in the sky"
476,"                    Twinkle, twinkle—’”Here the Dormouse shook itself, and began singing in its sleep“_Twinkle, twinkle, twinkle, twinkle_—” and went on so long that theyhad to pinch it to make it stop"
477,"“Well, I’d hardly finished the first verse,” said the Hatter, “when theQueen jumped up and bawled out, ‘He’s murdering the time! Off with hishead!’”“How dreadfully savage!” exclaimed Alice"
478,"“And ever since that,” the Hatter went on in a mournful tone, “he won’tdo a thing I ask! It’s always six o’clock now"
479,”A bright idea came into Alice’s head
480, “Is that the reason so manytea-things are put out here?” she asked
481,"“Yes, that’s it,” said the Hatter with a sigh: “it’s always tea-time,and we’ve no time to wash the things between whiles"
482,"”“Then you keep moving round, I suppose?” said Alice"
483,"“Exactly so,” said the Hatter: “as the things get used up"
484,”“But what happens when you come to the beginning again?” Alice venturedto ask
485,"“Suppose we change the subject,” the March Hare interrupted, yawning"
486,“I’m getting tired of this
487, I vote the young lady tells us a story
488,"”“I’m afraid I don’t know one,” said Alice, rather alarmed at theproposal"
489,“Then the Dormouse shall!” they both cried
490," “Wake up, Dormouse!” Andthey pinched it on both sides at once"
491,The Dormouse slowly opened his eyes
492," “I wasn’t asleep,” he said in ahoarse, feeble voice: “I heard every word you fellows were saying"
493,”“Tell us a story!” said the March Hare
494,"“Yes, please do!” pleaded Alice"
495,"“And be quick about it,” added the Hatter, “or you’ll be asleep againbefore it’s done"
496,"”“Once upon a time there were three little sisters,” the Dormouse beganin a great hurry; “and their names were Elsie, Lacie, and Tillie; andthey lived at the bottom of a well—”“What did they live on?” said Alice, who always took a great interestin questions of eating and drinking"
497,"“They lived on treacle,” said the Dormouse, after thinking a minute ortwo"
498,"“They couldn’t have done that, you know,” Alice gently remarked;“they’d have been ill"
499,"”“So they were,” said the Dormouse; “_very_ ill"
500,"”Alice tried to fancy to herself what such an extraordinary ways ofliving would be like, but it puzzled her too much, so she went on: “Butwhy did they live at the bottom of a well?”“Take some more tea,” the March Hare said to Alice, very earnestly"
501,"“I’ve had nothing yet,” Alice replied in an offended tone, “so I can’ttake more"
502,"”“You mean you can’t take _less_,” said the Hatter: “it’s very easy totake _more_ than nothing"
503,"”“Nobody asked _your_ opinion,” said Alice"
504,“Who’s making personal remarks now?” the Hatter asked triumphantly
505,"Alice did not quite know what to say to this: so she helped herself tosome tea and bread-and-butter, and then turned to the Dormouse, andrepeated her question"
506," “Why did they live at the bottom of a well?”The Dormouse again took a minute or two to think about it, and thensaid, “It was a treacle-well"
507,"”“There’s no such thing!” Alice was beginning very angrily, but theHatter and the March Hare went “Sh! sh!” and the Dormouse sulkilyremarked, “If you can’t be civil, you’d better finish the story foryourself"
508,"”“No, please go on!” Alice said very humbly; “I won’t interrupt again"
509, Idare say there may be _one_
510,"”“One, indeed!” said the Dormouse indignantly"
511," However, he consented togo on"
512," “And so these three little sisters—they were learning to draw,you know—”“What did they draw?” said Alice, quite forgetting her promise"
513,"“Treacle,” said the Dormouse, without considering at all this time"
514,"“I want a clean cup,” interrupted the Hatter: “let’s all move one placeon"
515,"”He moved on as he spoke, and the Dormouse followed him: the March Haremoved into the Dormouse’s place, and Alice rather unwillingly took theplace of the March Hare"
516," The Hatter was the only one who got anyadvantage from the change: and Alice was a good deal worse off thanbefore, as the March Hare had just upset the milk-jug into his plate"
517,"Alice did not wish to offend the Dormouse again, so she began verycautiously: “But I don’t understand"
518," Where did they draw the treaclefrom?”“You can draw water out of a water-well,” said the Hatter; “so I shouldthink you could draw treacle out of a treacle-well—eh, stupid?”“But they were _in_ the well,” Alice said to the Dormouse, not choosingto notice this last remark"
519,"“Of course they were,” said the Dormouse; “—well in"
520,"”This answer so confused poor Alice, that she let the Dormouse go on forsome time without interrupting it"
521,"“They were learning to draw,” the Dormouse went on, yawning and rubbingits eyes, for it was getting very sleepy; “and they drew all manner ofthings—everything that begins with an M—”“Why with an M?” said Alice"
522,“Why not?” said the March Hare
523,Alice was silent
524,"The Dormouse had closed its eyes by this time, and was going off into adoze; but, on being pinched by the Hatter, it woke up again with alittle shriek, and went on: “—that begins with an M, such asmouse-traps, and the moon, and memory, and muchness—you know you saythings are “much of a muchness”—did you ever see such a thing as adrawing of a muchness?”“Really, now you ask me,” said Alice, very much confused, “I don’tthink—”“Then you shouldn’t talk,” said the Hatter"
525,"This piece of rudeness was more than Alice could bear: she got up ingreat disgust, and walked off; the Dormouse fell asleep instantly, andneither of the others took the least notice of her going, though shelooked back once or twice, half hoping that they would call after her:the last time she saw them, they were trying to put the Dormouse intothe teapot"
526,“At any rate I’ll never go _there_ again!” said Alice as she picked herway through the wood
527," “It’s the stupidest tea-party I ever was at inall my life!”Just as she said this, she noticed that one of the trees had a doorleading right into it"
528, “That’s very curious!” she thought
529, “Buteverything’s curious today
530, I think I may as well go in at once
531,” Andin she went
532,"Once more she found herself in the long hall, and close to the littleglass table"
533," “Now, I’ll manage better this time,” she said to herself,and began by taking the little golden key, and unlocking the door thatled into the garden"
534," Then she went to work nibbling at the mushroom(she had kept a piece of it in her pocket) till she was about a foothigh: then she walked down the little passage: and _then_—she foundherself at last in the beautiful garden, among the bright flower-bedsand the cool fountains"
535,CHAPTER VIII
536,"The Queen’s Croquet-GroundA large rose-tree stood near the entrance of the garden: the rosesgrowing on it were white, but there were three gardeners at it, busilypainting them red"
537," Alice thought this a very curious thing, and shewent nearer to watch them, and just as she came up to them she heardone of them say, “Look out now, Five! Don’t go splashing paint over melike that!”“I couldn’t help it,” said Five, in a sulky tone; “Seven jogged myelbow"
538,"”On which Seven looked up and said, “That’s right, Five! Always lay theblame on others!”“_You’d_ better not talk!” said Five"
539, “I heard the Queen say onlyyesterday you deserved to be beheaded!”“What for?” said the one who had spoken first
540,"“That’s none of _your_ business, Two!” said Seven"
541,"“Yes, it _is_ his business!” said Five, “and I’ll tell him—it was forbringing the cook tulip-roots instead of onions"
542,"”Seven flung down his brush, and had just begun “Well, of all the unjustthings—” when his eye chanced to fall upon Alice, as she stood watchingthem, and he checked himself suddenly: the others looked round also,and all of them bowed low"
543,"“Would you tell me,” said Alice, a little timidly, “why you arepainting those roses?”Five and Seven said nothing, but looked at Two"
544," Two began in a lowvoice, “Why the fact is, you see, Miss, this here ought to have been a_red_ rose-tree, and we put a white one in by mistake; and if the Queenwas to find it out, we should all have our heads cut off, you know"
545," Soyou see, Miss, we’re doing our best, afore she comes, to—” At thismoment Five, who had been anxiously looking across the garden, calledout “The Queen! The Queen!” and the three gardeners instantly threwthemselves flat upon their faces"
546," There was a sound of many footsteps,and Alice looked round, eager to see the Queen"
547,"First came ten soldiers carrying clubs; these were all shaped like thethree gardeners, oblong and flat, with their hands and feet at thecorners: next the ten courtiers; these were ornamented all over withdiamonds, and walked two and two, as the soldiers did"
548," After these camethe royal children; there were ten of them, and the little dears camejumping merrily along hand in hand, in couples: they were allornamented with hearts"
549," Next came the guests, mostly Kings and Queens,and among them Alice recognised the White Rabbit: it was talking in ahurried nervous manner, smiling at everything that was said, and wentby without noticing her"
550," Then followed the Knave of Hearts, carryingthe King’s crown on a crimson velvet cushion; and, last of all thisgrand procession, came THE KING AND QUEEN OF HEARTS"
551,"Alice was rather doubtful whether she ought not to lie down on her facelike the three gardeners, but she could not remember ever having heardof such a rule at processions; “and besides, what would be the use of aprocession,” thought she, “if people had all to lie down upon theirfaces, so that they couldn’t see it?” So she stood still where she was,and waited"
552,"When the procession came opposite to Alice, they all stopped and lookedat her, and the Queen said severely “Who is this?” She said it to theKnave of Hearts, who only bowed and smiled in reply"
553,"“Idiot!” said the Queen, tossing her head impatiently; and, turning toAlice, she went on, “What’s your name, child?”“My name is Alice, so please your Majesty,” said Alice very politely;but she added, to herself, “Why, they’re only a pack of cards, afterall"
554," I needn’t be afraid of them!”“And who are _these?_” said the Queen, pointing to the three gardenerswho were lying round the rose-tree; for, you see, as they were lying ontheir faces, and the pattern on their backs was the same as the rest ofthe pack, she could not tell whether they were gardeners, or soldiers,or courtiers, or three of her own children"
555,"“How should _I_ know?” said Alice, surprised at her own courage"
556, “It’sno business of _mine_
557,"”The Queen turned crimson with fury, and, after glaring at her for amoment like a wild beast, screamed “Off with her head! Off—”“Nonsense!” said Alice, very loudly and decidedly, and the Queen wassilent"
558,"The King laid his hand upon her arm, and timidly said “Consider, mydear: she is only a child!”The Queen turned angrily away from him, and said to the Knave “Turnthem over!”The Knave did so, very carefully, with one foot"
559,"“Get up!” said the Queen, in a shrill, loud voice, and the threegardeners instantly jumped up, and began bowing to the King, the Queen,the royal children, and everybody else"
560,“Leave off that!” screamed the Queen
561, “You make me giddy
562,"” And then,turning to the rose-tree, she went on, “What _have_ you been doinghere?”“May it please your Majesty,” said Two, in a very humble tone, goingdown on one knee as he spoke, “we were trying—”“_I_ see!” said the Queen, who had meanwhile been examining the roses"
563,"“Off with their heads!” and the procession moved on, three of thesoldiers remaining behind to execute the unfortunate gardeners, who ranto Alice for protection"
564,"“You shan’t be beheaded!” said Alice, and she put them into a largeflower-pot that stood near"
565," The three soldiers wandered about for aminute or two, looking for them, and then quietly marched off after theothers"
566,“Are their heads off?” shouted the Queen
567,"“Their heads are gone, if it please your Majesty!” the soldiers shoutedin reply"
568,“That’s right!” shouted the Queen
569," “Can you play croquet?”The soldiers were silent, and looked at Alice, as the question wasevidently meant for her"
570,“Yes!” shouted Alice
571,"“Come on, then!” roared the Queen, and Alice joined the procession,wondering very much what would happen next"
572,“It’s—it’s a very fine day!” said a timid voice at her side
573," She waswalking by the White Rabbit, who was peeping anxiously into her face"
574,"“Very,” said Alice: “—where’s the Duchess?”“Hush! Hush!” said the Rabbit in a low, hurried tone"
575," He lookedanxiously over his shoulder as he spoke, and then raised himself upontiptoe, put his mouth close to her ear, and whispered “She’s undersentence of execution"
576,”“What for?” said Alice
577,“Did you say ‘What a pity!’?” the Rabbit asked
578,"“No, I didn’t,” said Alice: “I don’t think it’s at all a pity"
579, I said‘What for?’”“She boxed the Queen’s ears—” the Rabbit began
580, Alice gave a littlescream of laughter
581," “Oh, hush!” the Rabbit whispered in a frightenedtone"
582," “The Queen will hear you! You see, she came rather late, and theQueen said—”“Get to your places!” shouted the Queen in a voice of thunder, andpeople began running about in all directions, tumbling up against eachother; however, they got settled down in a minute or two, and the gamebegan"
583," Alice thought she had never seen such a curious croquet-groundin her life; it was all ridges and furrows; the balls were livehedgehogs, the mallets live flamingoes, and the soldiers had to doublethemselves up and to stand on their hands and feet, to make the arches"
584,"The chief difficulty Alice found at first was in managing her flamingo:she succeeded in getting its body tucked away, comfortably enough,under her arm, with its legs hanging down, but generally, just as shehad got its neck nicely straightened out, and was going to give thehedgehog a blow with its head, it _would_ twist itself round and lookup in her face, with such a puzzled expression that she could not helpbursting out laughing: and when she had got its head down, and wasgoing to begin again, it was very provoking to find that the hedgehoghad unrolled itself, and was in the act of crawling away: besides allthis, there was generally a ridge or furrow in the way wherever shewanted to send the hedgehog to, and, as the doubled-up soldiers werealways getting up and walking off to other parts of the ground, Alicesoon came to the conclusion that it was a very difficult game indeed"
585,"The players all played at once without waiting for turns, quarrellingall the while, and fighting for the hedgehogs; and in a very short timethe Queen was in a furious passion, and went stamping about, andshouting “Off with his head!” or “Off with her head!” about once in aminute"
586,"Alice began to feel very uneasy: to be sure, she had not as yet had anydispute with the Queen, but she knew that it might happen any minute,“and then,” thought she, “what would become of me? They’re dreadfullyfond of beheading people here; the great wonder is, that there’s anyone left alive!”She was looking about for some way of escape, and wondering whether shecould get away without being seen, when she noticed a curiousappearance in the air: it puzzled her very much at first, but, afterwatching it a minute or two, she made it out to be a grin, and she saidto herself “It’s the Cheshire Cat: now I shall have somebody to talkto"
587,"”“How are you getting on?” said the Cat, as soon as there was mouthenough for it to speak with"
588,"Alice waited till the eyes appeared, and then nodded"
589," “It’s no usespeaking to it,” she thought, “till its ears have come, or at least oneof them"
590,"” In another minute the whole head appeared, and then Alice putdown her flamingo, and began an account of the game, feeling very gladshe had someone to listen to her"
591," The Cat seemed to think that therewas enough of it now in sight, and no more of it appeared"
592,"“I don’t think they play at all fairly,” Alice began, in rather acomplaining tone, “and they all quarrel so dreadfully one can’t hearoneself speak—and they don’t seem to have any rules in particular; atleast, if there are, nobody attends to them—and you’ve no idea howconfusing it is all the things being alive; for instance, there’s thearch I’ve got to go through next walking about at the other end of theground—and I should have croqueted the Queen’s hedgehog just now, onlyit ran away when it saw mine coming!”“How do you like the Queen?” said the Cat in a low voice"
593,"“Not at all,” said Alice: “she’s so extremely—” Just then she noticedthat the Queen was close behind her, listening: so she went on,“—likely to win, that it’s hardly worth while finishing the game"
594,”The Queen smiled and passed on
595,"“Who _are_ you talking to?” said the King, going up to Alice, andlooking at the Cat’s head with great curiosity"
596,"“It’s a friend of mine—a Cheshire Cat,” said Alice: “allow me tointroduce it"
597,"”“I don’t like the look of it at all,” said the King: “however, it maykiss my hand if it likes"
598,"”“I’d rather not,” the Cat remarked"
599,"“Don’t be impertinent,” said the King, “and don’t look at me likethat!” He got behind Alice as he spoke"
600,"“A cat may look at a king,” said Alice"
601," “I’ve read that in some book,but I don’t remember where"
602,"”“Well, it must be removed,” said the King very decidedly, and he calledthe Queen, who was passing at the moment, “My dear! I wish you wouldhave this cat removed!”The Queen had only one way of settling all difficulties, great orsmall"
603," “Off with his head!” she said, without even looking round"
604,"“I’ll fetch the executioner myself,” said the King eagerly, and hehurried off"
605,"Alice thought she might as well go back, and see how the game was goingon, as she heard the Queen’s voice in the distance, screaming withpassion"
606," She had already heard her sentence three of the players to beexecuted for having missed their turns, and she did not like the lookof things at all, as the game was in such confusion that she never knewwhether it was her turn or not"
607, So she went in search of her hedgehog
608,"The hedgehog was engaged in a fight with another hedgehog, which seemedto Alice an excellent opportunity for croqueting one of them with theother: the only difficulty was, that her flamingo was gone across tothe other side of the garden, where Alice could see it trying in ahelpless sort of way to fly up into a tree"
609,"By the time she had caught the flamingo and brought it back, the fightwas over, and both the hedgehogs were out of sight: “but it doesn’tmatter much,” thought Alice, “as all the arches are gone from this sideof the ground"
610,"” So she tucked it away under her arm, that it might notescape again, and went back for a little more conversation with herfriend"
611,"When she got back to the Cheshire Cat, she was surprised to find quitea large crowd collected round it: there was a dispute going on betweenthe executioner, the King, and the Queen, who were all talking at once,while all the rest were quite silent, and looked very uncomfortable"
612,"The moment Alice appeared, she was appealed to by all three to settlethe question, and they repeated their arguments to her, though, as theyall spoke at once, she found it very hard indeed to make out exactlywhat they said"
613,"The executioner’s argument was, that you couldn’t cut off a head unlessthere was a body to cut it off from: that he had never had to do such athing before, and he wasn’t going to begin at _his_ time of life"
614,"The King’s argument was, that anything that had a head could bebeheaded, and that you weren’t to talk nonsense"
615,"The Queen’s argument was, that if something wasn’t done about it inless than no time she’d have everybody executed, all round"
616, (It wasthis last remark that had made the whole party look so grave andanxious
617,)Alice could think of nothing else to say but “It belongs to theDuchess: you’d better ask _her_ about it
618,"”“She’s in prison,” the Queen said to the executioner: “fetch her here"
619,”And the executioner went off like an arrow
620,"The Cat’s head began fading away the moment he was gone, and, by thetime he had come back with the Duchess, it had entirely disappeared; sothe King and the executioner ran wildly up and down looking for it,while the rest of the party went back to the game"
621,CHAPTER IX
622,"The Mock Turtle’s Story“You can’t think how glad I am to see you again, you dear old thing!”said the Duchess, as she tucked her arm affectionately into Alice’s,and they walked off together"
623,"Alice was very glad to find her in such a pleasant temper, and thoughtto herself that perhaps it was only the pepper that had made her sosavage when they met in the kitchen"
624,"“When _I’m_ a Duchess,” she said to herself, (not in a very hopefultone though), “I won’t have any pepper in my kitchen _at all_"
625," Soupdoes very well without—Maybe it’s always pepper that makes peoplehot-tempered,” she went on, very much pleased at having found out a newkind of rule, “and vinegar that makes them sour—and camomile that makesthem bitter—and—and barley-sugar and such things that make childrensweet-tempered"
626," I only wish people knew _that_: then they wouldn’t beso stingy about it, you know—”She had quite forgotten the Duchess by this time, and was a littlestartled when she heard her voice close to her ear"
627," “You’re thinkingabout something, my dear, and that makes you forget to talk"
628," I can’ttell you just now what the moral of that is, but I shall remember it ina bit"
629,"”“Perhaps it hasn’t one,” Alice ventured to remark"
630,"“Tut, tut, child!” said the Duchess"
631," “Everything’s got a moral, if onlyyou can find it"
632,” And she squeezed herself up closer to Alice’s side asshe spoke
633,"Alice did not much like keeping so close to her: first, because theDuchess was _very_ ugly; and secondly, because she was exactly theright height to rest her chin upon Alice’s shoulder, and it was anuncomfortably sharp chin"
634," However, she did not like to be rude, so shebore it as well as she could"
635,"“The game’s going on rather better now,” she said, by way of keeping upthe conversation a little"
636,"“’Tis so,” said the Duchess: “and the moral of that is—‘Oh, ’tis love,’tis love, that makes the world go round!’”“Somebody said,” Alice whispered, “that it’s done by everybody mindingtheir own business!”“Ah, well! It means much the same thing,” said the Duchess, digging hersharp little chin into Alice’s shoulder as she added, “and the moral of_that_ is—‘Take care of the sense, and the sounds will take care ofthemselves"
637,’”“How fond she is of finding morals in things!” Alice thought toherself
638,"“I dare say you’re wondering why I don’t put my arm round your waist,”the Duchess said after a pause: “the reason is, that I’m doubtful aboutthe temper of your flamingo"
639," Shall I try the experiment?”“He might bite,” Alice cautiously replied, not feeling at all anxiousto have the experiment tried"
640,"“Very true,” said the Duchess: “flamingoes and mustard both bite"
641, Andthe moral of that is—‘Birds of a feather flock together
642,"’”“Only mustard isn’t a bird,” Alice remarked"
643,"“Right, as usual,” said the Duchess: “what a clear way you have ofputting things!”“It’s a mineral, I _think_,” said Alice"
644,"“Of course it is,” said the Duchess, who seemed ready to agree toeverything that Alice said; “there’s a large mustard-mine near here"
645,"And the moral of that is—‘The more there is of mine, the less there isof yours"
646,"’”“Oh, I know!” exclaimed Alice, who had not attended to this lastremark, “it’s a vegetable"
647," It doesn’t look like one, but it is"
648,"”“I quite agree with you,” said the Duchess; “and the moral of thatis—‘Be what you would seem to be’—or if you’d like it put moresimply—‘Never imagine yourself not to be otherwise than what it mightappear to others that what you were or might have been was nototherwise than what you had been would have appeared to them to beotherwise"
649,"’”“I think I should understand that better,” Alice said very politely,“if I had it written down: but I can’t quite follow it as you say it"
650,"”“That’s nothing to what I could say if I chose,” the Duchess replied,in a pleased tone"
651,"“Pray don’t trouble yourself to say it any longer than that,” saidAlice"
652,"“Oh, don’t talk about trouble!” said the Duchess"
653, “I make you a presentof everything I’ve said as yet
654,”“A cheap sort of present!” thought Alice
655, “I’m glad they don’t givebirthday presents like that!” But she did not venture to say it outloud
656,"“Thinking again?” the Duchess asked, with another dig of her sharplittle chin"
657,"“I’ve a right to think,” said Alice sharply, for she was beginning tofeel a little worried"
658,"“Just about as much right,” said the Duchess, “as pigs have to fly; andthe m—”But here, to Alice’s great surprise, the Duchess’s voice died away,even in the middle of her favourite word ‘moral,’ and the arm that waslinked into hers began to tremble"
659," Alice looked up, and there stood theQueen in front of them, with her arms folded, frowning like athunderstorm"
660,"“A fine day, your Majesty!” the Duchess began in a low, weak voice"
661,"“Now, I give you fair warning,” shouted the Queen, stamping on theground as she spoke; “either you or your head must be off, and that inabout half no time! Take your choice!”The Duchess took her choice, and was gone in a moment"
662,"“Let’s go on with the game,” the Queen said to Alice; and Alice was toomuch frightened to say a word, but slowly followed her back to thecroquet-ground"
663,"The other guests had taken advantage of the Queen’s absence, and wereresting in the shade: however, the moment they saw her, they hurriedback to the game, the Queen merely remarking that a moment’s delaywould cost them their lives"
664,"All the time they were playing the Queen never left off quarrellingwith the other players, and shouting “Off with his head!” or “Off withher head!” Those whom she sentenced were taken into custody by thesoldiers, who of course had to leave off being arches to do this, sothat by the end of half an hour or so there were no arches left, andall the players, except the King, the Queen, and Alice, were in custodyand under sentence of execution"
665,"Then the Queen left off, quite out of breath, and said to Alice, “Haveyou seen the Mock Turtle yet?”“No,” said Alice"
666, “I don’t even know what a Mock Turtle is
667,"”“It’s the thing Mock Turtle Soup is made from,” said the Queen"
668,"“I never saw one, or heard of one,” said Alice"
669,"“Come on, then,” said the Queen, “and he shall tell you his history,”As they walked off together, Alice heard the King say in a low voice,to the company generally, “You are all pardoned"
670,"” “Come, _that’s_ agood thing!” she said to herself, for she had felt quite unhappy at thenumber of executions the Queen had ordered"
671,"They very soon came upon a Gryphon, lying fast asleep in the sun"
672," (Ifyou don’t know what a Gryphon is, look at the picture"
673,") “Up, lazything!” said the Queen, “and take this young lady to see the MockTurtle, and to hear his history"
674," I must go back and see after someexecutions I have ordered;” and she walked off, leaving Alice alonewith the Gryphon"
675," Alice did not quite like the look of the creature,but on the whole she thought it would be quite as safe to stay with itas to go after that savage Queen: so she waited"
676,The Gryphon sat up and rubbed its eyes: then it watched the Queen tillshe was out of sight: then it chuckled
677," “What fun!” said the Gryphon,half to itself, half to Alice"
678,“What _is_ the fun?” said Alice
679,"“Why, _she_,” said the Gryphon"
680," “It’s all her fancy, that: they neverexecutes nobody, you know"
681," Come on!”“Everybody says ‘come on!’ here,” thought Alice, as she went slowlyafter it: “I never was so ordered about in all my life, never!”They had not gone far before they saw the Mock Turtle in the distance,sitting sad and lonely on a little ledge of rock, and, as they camenearer, Alice could hear him sighing as if his heart would break"
682, Shepitied him deeply
683," “What is his sorrow?” she asked the Gryphon, and theGryphon answered, very nearly in the same words as before, “It’s allhis fancy, that: he hasn’t got no sorrow, you know"
684," Come on!”So they went up to the Mock Turtle, who looked at them with large eyesfull of tears, but said nothing"
685,"“This here young lady,” said the Gryphon, “she wants for to know yourhistory, she do"
686,"”“I’ll tell it her,” said the Mock Turtle in a deep, hollow tone: “sitdown, both of you, and don’t speak a word till I’ve finished"
687,"”So they sat down, and nobody spoke for some minutes"
688," Alice thought toherself, “I don’t see how he can _ever_ finish, if he doesn’t begin"
689,”But she waited patiently
690,"“Once,” said the Mock Turtle at last, with a deep sigh, “I was a realTurtle"
691,"”These words were followed by a very long silence, broken only by anoccasional exclamation of “Hjckrrh!” from the Gryphon, and the constantheavy sobbing of the Mock Turtle"
692," Alice was very nearly getting up andsaying, “Thank you, sir, for your interesting story,” but she could nothelp thinking there _must_ be more to come, so she sat still and saidnothing"
693,"“When we were little,” the Mock Turtle went on at last, more calmly,though still sobbing a little now and then, “we went to school in thesea"
694," The master was an old Turtle—we used to call him Tortoise—”“Why did you call him Tortoise, if he wasn’t one?” Alice asked"
695,"“We called him Tortoise because he taught us,” said the Mock Turtleangrily: “really you are very dull!”“You ought to be ashamed of yourself for asking such a simplequestion,” added the Gryphon; and then they both sat silent and lookedat poor Alice, who felt ready to sink into the earth"
696," At last theGryphon said to the Mock Turtle, “Drive on, old fellow! Don’t be allday about it!” and he went on in these words:“Yes, we went to school in the sea, though you mayn’t believe it—”“I never said I didn’t!” interrupted Alice"
697,"“You did,” said the Mock Turtle"
698,"“Hold your tongue!” added the Gryphon, before Alice could speak again"
699,The Mock Turtle went on
700,"“We had the best of educations—in fact, we went to school every day—”“_I’ve_ been to a day-school, too,” said Alice; “you needn’t be soproud as all that"
701,”“With extras?” asked the Mock Turtle a little anxiously
702,"“Yes,” said Alice, “we learned French and music"
703,”“And washing?” said the Mock Turtle
704,“Certainly not!” said Alice indignantly
705,"“Ah! then yours wasn’t a really good school,” said the Mock Turtle in atone of great relief"
706," “Now at _ours_ they had at the end of the bill,‘French, music, _and washing_—extra"
707,"’”“You couldn’t have wanted it much,” said Alice; “living at the bottomof the sea"
708,”“I couldn’t afford to learn it
709,” said the Mock Turtle with a sigh
710, “Ionly took the regular course
711,”“What was that?” inquired Alice
712,"“Reeling and Writhing, of course, to begin with,” the Mock Turtlereplied; “and then the different branches of Arithmetic—Ambition,Distraction, Uglification, and Derision"
713,"”“I never heard of ‘Uglification,’” Alice ventured to say"
714, “What is it?”The Gryphon lifted up both its paws in surprise
715, “What! Never heard ofuglifying!” it exclaimed
716," “You know what to beautify is, I suppose?”“Yes,” said Alice doubtfully: “it means—to—make—anything—prettier"
717,"”“Well, then,” the Gryphon went on, “if you don’t know what to uglifyis, you _are_ a simpleton"
718,"”Alice did not feel encouraged to ask any more questions about it, soshe turned to the Mock Turtle, and said “What else had you to learn?”“Well, there was Mystery,” the Mock Turtle replied, counting off thesubjects on his flappers, “—Mystery, ancient and modern, withSeaography: then Drawling—the Drawling-master was an old conger-eel,that used to come once a week: _he_ taught us Drawling, Stretching, andFainting in Coils"
719,”“What was _that_ like?” said Alice
720,"“Well, I can’t show it you myself,” the Mock Turtle said: “I’m toostiff"
721, And the Gryphon never learnt it
